full_address,lon,lat,School.Code,District.Name,School.Name.x,State.Board.District,Grade.Span,Title.I.School,grade,SPG.Score,EVAAS.Growth.Status,Number.of.Participation.Targets,Graduatio0.Project,Summer.Program,X4.Year.Cohort.Graduation.Rate.Percent,X5.Year.Cohort.Graduation.Rate.Percent,SPG.Grade_14,SPG.Score_14,SPG.Grade_15,SPG.Score_15,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,st_short_susp_per_c_num,st_long_susp_per_c_num,st_expelled_per_c_num,st_stud_internet_comp_num,digital_media_pct,Byod,avg_age_media_collection,X_1_to_1_access,books_per_student,wap_num,wap_per_classroom,Category_Cd,sat_avg_score_num,lea_sat_avg_score_num,st_sat_avg_score_num,nat_sat_avg_score_num,sat_participation_pct,lea_sat_participation_pct,st_sat_participation_pct,nat_sat_participation_pct,ap_participation_pct,lea_ap_participation_pct,st_ap_participation_pct,ap_pct_3_or_above,lea_ap_pct_3_or_above,st_ap_pct_3_or_above,street_ad,scity_ad,state_ad,szip_ad,type_cd,sna_pgm_type_cd,school_type_txt,calendar_only_txt,student_num,Grad_project_status,stem,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,X_1yr_tchr_trnovr_pct,emer_prov_teach_pct,lateral_teach_pct,highqual_class_pct,LEA.Number,School.No,LEA,School.Name.y,total_pop,pct_male,pct_female,pct_am_in,pct_asian,pct_hispanic,pct_black,pct_white,pct_multi,pct_pac_is,CEP,Final.ADM,Free,Reduced,EDS_pct,three_yr_atten_ratio,three_yr_atten_rank,Appro_Amount,Per_Pupil_Appro,Rank_Appro,No.Degree_pct,Vocational_pct,Bachelor_pct,Masters_pct,Advanced_pct,Doctorate_pct,State_PPE,State_PPE_Rank,Federal_PPE,Federal_PPE_Rank,Local_PPE,Local_PPE_Rank,Total_PPE,Total_PPE_Rank,num_teaching_positions,num_teachers_rec_suppl,average_suppl,num_principals,principals_rec_suppl,princ_avg_suppl,num_asst_prin,asst_prin_rec_suppl,avg_asst_prin_supp,t_num_of_buses,t_num_of_Pupils,t_Miles,t_Cost,t_Cost_Per_Bus,t_Cost_Per_Pupil,t_Cost_Per_Mile
"273 Jessup Grove Church Rd, Pilot Mountain, NC, 27041",-80.494905,36.459477,860356,Surry County Schools,Westfield Elementary,Piedmont Triad Region,PK-05,1,B,71,Met,8,0,1,0,0,B,71,C,68,0.948,0,7.39,0,0,0.75,0.949,0.22,2.43,0.08,0,1.01,0.952,0.21,13.15,0.06,0,1.2,0,0,2000,0,50.53,23,0.96,E,0,1019,997,1006,0,0.25,0.49,0.52,0,0.08,0.15,0,0.53,0.51,273 Jessup Grove Church Rd,Pilot Mountain,NC,27041,P,R,Regular School,Traditional Calendar,230,0,0,1,0.053,0.263,0.684,18,2,0.368,0.054,0,0,1,860,356,Surry County Schools,Westfield Elementary,222,0.45045045,0.54954955,0,0,0.144144144,0.013513514,0.828828829,0.013513514,0,0,230,152,24,0.6609,95.61,1056,9122880,1124,96,0.2,0,69.4,30.2,0.2,0,6238.47,53,1106.27,64,1496.4,95,8841.14,82,610,610,1258,20,20,3591,20,20,1930,96,3854,1139814,3337564,34766.29,866,2.93
"2730 Hillandale Road, Durham, NC, 27705",-78.932664,36.052487,320324,Durham Public Schools,Hillandale Elementary,North Central Region,PK-05,1,C,58,Met,19,0,1,0,0,C,61,C,58,0.959,0,0.61,0,0,2.62,0.946,0.21,5.96,0.01,0,1.71,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1999,0,23.99,59,1.31,E,0,942,997,1006,0,0.54,0.49,0.52,0,0.18,0.15,0,0.52,0.51,2730 Hillandale Road,Durham,NC,27705,P,R,Regular School,Traditional Calendar,653,0,0,0.978,0.191,0.043,0.766,47,9,0.213,0.117,0,0.022,0.971,320,324,Durham Public Schools,Hillandale Elementary,656,0.532012195,0.467987805,0.00304878,0.038109756,0.277439024,0.399390244,0.263719512,0.016768293,0.00152439,0,653,407,34,0.6233,96,718,123031937,3712,5,0,0,67,32,0.5,0.4,5829.04,75,1126.43,61,3601.48,5,10556.95,25,2215,2194,6790,53,53,24661,71,71,9781,260,19324,4498456,13698826,52687.79,708.91,3.05
"2737 Lee Lawing Road, Lincolnton, NC, 28092",-81.1199807,35.5339484,550344,Lincoln County Schools,North Lincoln High,Southwest Region,12-Sep,0,B,81,Met,24,0,0,95,93.8,B,80,B,81,0.951,0.63,5.23,0,0,4.09,0.947,0.59,16.19,0,0,1.79,0.951,1.27,14.02,0.07,0,1.2,0,1,2000,0,8.5,13,0.22,H,1079,1021,997,1006,0.54,0.42,0.49,0.52,0.24,0.19,0.15,0.59,0.44,0.51,2737 Lee Lawing Road,Lincolnton,NC,28092,P,R,Regular School,Traditional Calendar,956,0,0,0.924,0.208,0.226,0.566,53,13,0.283,0.197,0,0.076,1,550,344,Lincoln County Schools,North Lincoln High,986,0.516227181,0.483772819,0.002028398,0.016227181,0.067951318,0.018255578,0.864097363,0.031440162,0,0,956,200,62,0.2092,94.9,1648,17009606,1491,68,0,0,69.7,29.9,0.3,0.1,5501.99,102,880.28,98,1777.78,72,8160.05,108,813,813,2904,23,23,8265,23,23,4154,112,5687,1165306,3010065,26875.58,529.29,2.58
"274 Oakwood Drive, Yanceyville, NC, 27379",-79.3322701,36.4164591,170339,Caswell County Schools,Oakwood Elementary,Piedmont Triad Region,PK-05,1,D,48,Met,13,0,0,0,0,D,53,D,42,0.952,0,17.98,0,0,2.25,0.945,0.24,10.05,0,0,1.07,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1995,0,21.1,29,1.32,E,0,897,997,1006,0,0.47,0.49,0.52,0,0.08,0.15,0,0.2,0.51,274 Oakwood Drive,Yanceyville,NC,27379,P,R,Regular School,Traditional Calendar,356,0,0,0.981,0.357,0.036,0.607,27,1,0.25,0.222,0.019,0,0.947,170,339,Caswell County Schools,Oakwood Elementary,354,0.480225989,0.519774011,0.002824859,0.002824859,0.039548023,0.624293785,0.305084746,0.025423729,0,1,356,263,10,0.7388,95.15,1447,2700468,1004,102,0,0,72.6,27.4,0,0,7225.77,28,1235.35,40,1256.08,108,9717.2,45,213,213,821,1,1,15000,1,1,5050,59,1776,825799,1461633,24773.44,823.18,1.77
"2747 NC Hwy 47, Lexington, NC, 27292",-80.2218055,35.7397635,290308,Davidson County Schools,Central Davidson High,Piedmont Triad Region,12-Sep,0,C,63,NotMet,23,0,1,85.7,81.5,C,69,C,64,0.944,2.06,25.22,0.54,0,1.21,0.952,1.5,15.59,0.3,0.02,1.3,0.951,1.27,14.02,0.07,0,1.2,0.01,0,2001,0,6.53,61,1.07,H,989,1000,997,1006,0.45,0.43,0.49,0.52,0.12,0.14,0.15,0.31,0.42,0.51,2747 NC Hwy 47,Lexington,NC,27292,P,R,Regular School,Traditional Calendar,924,0,0,0.812,0.254,0.203,0.542,59,2,0.102,0.105,0,0.171,1,290,308,Davidson County Schools,Central Davidson High,960,0.528125,0.471875,0.007291667,0.010416667,0.06875,0.035416667,0.858333333,0.019791667,0,0,924,355,54,0.3842,94.02,2037,22992424,1200,86,1.5,0,71.1,27.1,0.2,0.1,5611.71,95,782.5,104,1626.28,86,8020.49,113,1376,1349,2670,35,35,5025,35,35,3339,190,8272,2049620,5536875,29141.45,669.34,2.7
"275 Bonanza Drive, Fayetteville, NC, 28303",-78.99157,35.084335,260454,Cumberland County Schools,Westover Middle,SandHills Region,8-Jun,1,D,51,Met,19,0,1,0,0,D,47,D,49,0.944,1.64,44.93,0,0,1.3,0.949,1.76,35.28,0.02,0,1.36,0.951,0.83,14.64,0.06,0,1.2,0.02,0,2000,0,16.9,34,0.68,M,0,952,997,1006,0,0.4,0.49,0.52,0,0.12,0.15,0,0.31,0.51,275 Bonanza Drive,Fayetteville,NC,28303,P,R,Regular School,Traditional Calendar,730,0,0,0.785,0.34,0.17,0.489,47,1,0.149,0.18,0,0.194,0.821,260,454,Cumberland County Schools,Westover Middle,724,0.511049724,0.488950276,0.008287293,0.009668508,0.114640884,0.657458564,0.128453039,0.069060773,0.012430939,1,730,391,10,0.5356,94.97,1603,78236913,1567,59,4.8,0,71.5,23.2,0.2,0.2,5413.29,106,1180.42,50,1671.5,82,8265.21,105,3080,3080,3523,85,85,10233,120,120,5213,440,26044,4755984,14744660,33510.59,566.14,3.1
"275 College Street, Rural Hall, NC, 27045",-80.290511,36.241433,340504,Forsyth County Schools,Rural Hall Elementary,Piedmont Triad Region,PK-05,1,C,57,Met,19,0,0,0,0,C,63,C,60,0.955,0.15,5.56,0,0,1.49,0.938,0.2,7.38,0,0,1.14,0.952,0.21,13.15,0.06,0,1.2,0,1,1998,0,20.42,50,1.14,E,0,1003,997,1006,0,0.52,0.49,0.52,0,0.19,0.15,0,0.62,0.51,275 College Street,Rural Hall,NC,27045,P,R,Regular School,Traditional Calendar,648,0,0,1,0.143,0.238,0.619,42,2,0.31,0.074,0,0,1,340,504,Winston Salem/Forsyth County Schools,Rural Hall Elementary,647,0.497681607,0.502318393,0,0.01236476,0.188562597,0.200927357,0.551777434,0.046367852,0,0,648,342,34,0.5278,95.65,1018,110378008,2046,25,2.5,0,64.2,32.6,0.4,0.3,5616.37,94,1080.06,69,2335.59,30,9032.02,73,3886,3882,3717,80,80,25618,107,107,7921,358,28689,6414369,16200412,45252.55,564.69,2.53
"275 E Weslyan Drive, McAdenville, NC, 28101",-81.0773217,35.2533184,360448,Gaston County Schools,McAdenville Elementary,Southwest Region,0K-05,1,C,62,Met,6,0,0,0,0,D,52,D,54,0.948,0,9.38,0,0,0.55,0.946,0,13.52,0,0,0.93,0.952,0.21,13.15,0.06,0,1.2,0,0,2000,0,29.16,18,1.13,E,0,972,997,1006,0,0.46,0.49,0.52,0,0.1,0.15,0,0.34,0.51,275 E Weslyan Drive,McAdenville,NC,28101,P,R,Regular School,Traditional Calendar,192,0,0,0.935,0.125,0.25,0.625,15,4,0.438,0.238,0,0,1,360,448,Gaston County Schools,McAdenville Elementary,193,0.481865285,0.518134715,0,0.005181347,0.056994819,0.098445596,0.777202073,0.062176166,0,0,192,110,10,0.5729,94.79,1726,43816704,1401,77,3.8,0,71,25,0.3,0.1,5402.62,107,971.33,81,1724.46,75,8098.41,111,1943,1906,2418,55,55,5277,64,64,3303,210,16739,2150168,6671948,31771.18,398.59,3.1
"275 Overlook Road, Asheville, NC, 28803",-82.539873,35.4878829,110422,Buncombe County Schools,Estes Elementary,Western Region,0K-05,1,C,65,NotMet,16,0,1,0,0,C,68,B,71,0.961,0,1.18,0,0,2.02,0.951,0.06,2.8,0,0,1.45,0.952,0.21,13.15,0.06,0,1.2,0.01,0,2000,0,27.47,65,1.59,E,0,1037,997,1006,0,0.47,0.49,0.52,0,0.16,0.15,0,0.54,0.51,275 Overlook Road,Asheville,NC,28803,P,R,Regular School,Traditional Calendar,763,0,0,1,0.216,0.275,0.51,51,9,0.294,0.042,0,0,1,110,422,Buncombe County Schools,Estes Elementary,748,0.529411765,0.470588235,0.005347594,0.032085561,0.223262032,0.145721925,0.517379679,0.076203209,0,0,763,383,41,0.502,96.11,630,53388985,2197,20,1.5,0,67.1,31,0.3,0.2,5669,87,917.31,93,2493.43,20,9079.74,71,1928,1910,3721,42,42,6677,49,49,5077,262,13979,2795232,9282917,35430.98,664.06,3.32
"2750 Business Hwy 19, Andrews, NC, 28901",-83.797199,35.194814,200310,Cherokee County Schools,Andrews Middle,Western Region,8-Jun,0,C,58,Met,8,0,1,0,0,D,51,D,51,0.956,0,7.14,0,0,0.99,0.944,0,5.79,0,0,1.25,0.951,0.83,14.64,0.06,0,1.2,0.07,1,1999,1,28.02,23,1.21,M,0,945,997,1006,0,0.3,0.49,0.52,0,0.1,0.15,0,0.18,0.51,2750 Business Hwy 19,Andrews,NC,28901,P,R,Regular School,Traditional Calendar,182,0,0,1,0.167,0.583,0.25,12,2,0.333,0.071,0,0,0.818,200,310,Cherokee County Schools,Andrews Middle,184,0.505434783,0.494565217,0.02173913,0.016304348,0.065217391,0.005434783,0.85326087,0.038043478,0,1,182,92,10,0.5055,95.1,1498,6062459,1821,35,2.3,0,62.5,33.3,1.9,0,6200.75,54,1537.68,21,2426.7,23,10165.13,33,269,0,0,14,8,1451,6,0,0,45,1616,427097,1155777,25683.93,715.21,2.71
"27670 Betty Rd, Albemarle, NC, 28001",-80.2787134,35.3058146,840312,Stanly County Schools,Endy Elementary,Southwest Region,0K-05,1,C,55,NotMet,10,0,0,0,0,B,71,B,71,0.964,0,8.09,0,0,1.68,0.951,0.23,15.71,0,0,1.16,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1997,0,25.9,25,1.04,E,0,963,997,1006,0,0.34,0.49,0.52,0,0,0.15,0,0.38,0.51,27670 Betty Rd,Albemarle,NC,28001,P,R,Regular School,Traditional Calendar,309,0,0,1,0.2,0.4,0.4,20,2,0.15,0.176,0,0,0.955,840,312,Stanly County Schools,Endy Elementary,306,0.467320261,0.532679739,0,0.022875817,0.094771242,0.022875817,0.836601307,0.019607843,0.003267974,0,309,117,10,0.3786,96.24,562,10195243,1197,87,2.2,0,72.2,25.4,0.2,0,6061.38,64,879.35,99,1395.28,100,8336.01,103,624,624,1913,21,21,5250,13,13,2500,100,3642,1031442,2058328,20583.28,565.16,2
"277 Bonanza Drive, Fayetteville, NC, 28303",-78.9908479,35.0832861,260455,Cumberland County Schools,Westover High,SandHills Region,12-Sep,0,C,57,Met,32,0,1,80.3,82.4,C,56,C,59,0.944,0.97,44.85,0,0,0.64,0.95,1.5,26.31,0.05,0,1.36,0.951,1.27,14.02,0.07,0,1.2,0.05,0,1995,0,17.12,87,1.14,H,851,952,997,1006,0.31,0.4,0.49,0.52,0.06,0.12,0.15,0.08,0.31,0.51,277 Bonanza Drive,Fayetteville,NC,28303,P,R,Regular School,Traditional Calendar,1137,0,0,0.87,0.261,0.232,0.507,69,2,0.203,0.162,0,0.13,0.749,260,455,Cumberland County Schools,Westover High,1168,0.523116438,0.476883562,0.009417808,0.009417808,0.118150685,0.671232877,0.120719178,0.059931507,0.011130137,0,1137,730,72,0.642,93.21,2172,78236913,1567,59,4.8,0,71.5,23.2,0.2,0.2,5413.29,106,1180.42,50,1671.5,82,8265.21,105,3080,3080,3523,85,85,10233,120,120,5213,440,26044,4755984,14744660,33510.59,566.14,3.1
"2770 Old Rosman Hwy, Rosman, NC, 28772",-82.8209005,35.1432162,880330,Transylvania County Schools,Rosman Middle,Western Region,8-Jun,0,C,68,Met,11,0,1,0,0,C,60,C,60,0.95,0.39,10.08,0,0,0.71,0.946,0.13,6.2,0.13,0,0.86,0.951,0.83,14.64,0.06,0,1.2,0.05,0,2001,1,35.29,10,0.56,M,0,1041,997,1006,0,0.44,0.49,0.52,0,0.12,0.15,0,0.51,0.51,2770 Old Rosman Hwy,Rosman,NC,28772,P,R,Regular School,Traditional Calendar,258,0,0,0.958,0.12,0.36,0.52,24,5,0.208,0.07,0,0.042,0.944,880,330,Transylvania County Schools,Rosman Middle,259,0.50965251,0.49034749,0.007722008,0,0.038610039,0,0.945945946,0.007722008,0,0,258,133,26,0.5155,94.9,1653,11161610,3245,7,1.1,0,71.8,26.4,0.4,0.4,5944.6,71,1225.48,43,3321.62,7,10491.7,27,327,327,3507,9,9,5513,7,7,4758,35,1293,367931,1178771,33679.17,911.66,3.2
"2776 Yellow Banks Road, North Wilkesboro, NC, 28659",-81.1498353,36.2631367,970358,Wilkes County Schools,North Wilkes Middle,Northwest Region,8-Jun,0,D,53,NotMet,16,0,0,0,0,D,52,C,56,0.957,2.16,17.81,0,0,0.95,0.957,0.95,10.18,0.05,0,1.04,0.951,0.83,14.64,0.06,0,1.2,0.06,0,2001,0,24.3,56,1.51,M,0,993,997,1006,0,0.29,0.49,0.52,0,0.07,0.15,0,0.48,0.51,2776 Yellow Banks Road,North Wilkesboro,NC,28659,P,R,Regular School,Traditional Calendar,556,0,0,0.942,0.4,0.2,0.4,35,4,0.343,0.164,0,0.058,0.989,970,358,Wilkes County Schools,North Wilkes Middle,556,0.501798561,0.498201439,0,0.003597122,0.106115108,0.014388489,0.839928058,0.035971223,0,1,556,270,10,0.4856,95.68,985,11436728,1195,88,0,0,69.7,30,0.2,0.2,5964.89,70,1265.4,37,1569.55,89,8799.84,83,753,753,2173,22,22,9106,15,15,2845,94,4621,1229678,2730246,29045.17,590.82,2.22
"2785 Hudlow Road, Forest City, NC, 28043",-81.912436,35.410773,810364,Rutherford County Schools,Mt. Vernon-Ruth Elementary School,Western Region,PK-05,1,C,60,NotMet,9,0,1,0,0,C,65,C,63,0.939,0,1.69,0,0,0.92,0.941,0.16,6.6,0,0,0.86,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1997,0,49.35,24,1.09,E,0,922,997,1006,0,0.45,0.49,0.52,0,0.09,0.15,0,0.34,0.51,2785 Hudlow Road,Forest City,NC,28043,P,R,Regular School,Traditional Calendar,295,0,0,1,0.111,0.333,0.556,19,3,0.211,0.054,0,0,1,810,364,Rutherford County Schools,Mt Vernon-Ruth Elementary School,293,0.453924915,0.546075085,0,0.006825939,0.068259386,0.037542662,0.843003413,0.044368601,0,1,295,176,10,0.5966,94.69,1769,13095375,1603,56,1.3,0,71.3,26.7,0.5,0.2,6406.89,44,1137.45,58,1703.63,77,9247.97,62,545,545,1100,18,18,10945,18,18,3167,98,4195,1331932,3054445,31167.81,728.12,2.29
"2789 Hwy 221 N, Jefferson, NC, 28640",-81.443943,36.433898,50330,Ashe County Schools,Mountain View Elementary,Northwest Region,PK-06,1,B,72,Exceeded,15,0,0,0,0,B,73,B,72,0.953,0.35,5.07,0,0,0.84,0.953,0.3,5.78,0.06,0,0.95,0.952,0.21,13.15,0.06,0,1.2,0.02,0,1999,0,20.98,14,0.3,E,0,993,997,1006,0,0.46,0.49,0.52,0,0.11,0.15,0,0.71,0.51,2789 Hwy 221 N,Jefferson,NC,28640,P,R,Regular School,Traditional Calendar,572,0,0,0.979,0.125,0.271,0.604,48,11,0.292,0.061,0.021,0,1,50,330,Ashe County Schools,Mountain View Elementary,573,0.513089005,0.486910995,0,0.005235602,0.148342059,0.008726003,0.832460733,0.005235602,0,0,572,374,59,0.6538,95.35,1282,4641903,1514,66,0.4,0,63.9,35.6,0,0,7031.52,29,1206.35,44,1900.54,58,10138.41,35,255,255,500,5,5,4848,7,7,1000,44,1808,740174,2080494,47283.95,"1,150.97",2.81
"2790 Landscape Drive, New Bern, NC, 28562",-77.0211508,35.0272171,250316,Craven County Schools,Creekside Elementary,Southeast Region,0K-05,0,B,82,Exceeded,8,0,0,0,0,B,74,B,73,0.965,0,1.17,0,0,1.31,0.952,0.22,12.59,0.01,0,0.96,0.952,0.21,13.15,0.06,0,1.2,0,0,2001,0,18.1,24,0.67,E,0,1009,997,1006,0,0.3,0.49,0.52,0,0.11,0.15,0,0.25,0.51,2790 Landscape Drive,New Bern,NC,28562,P,R,Regular School,Traditional Calendar,512,0,0,0.966,0.167,0.333,0.5,30,5,0.267,0.187,0,0.034,1,250,316,Craven County Schools,Creekside Elementary,507,0.50887574,0.49112426,0.001972387,0.023668639,0.104536489,0.07495069,0.74556213,0.041420118,0.007889546,0,512,75,36,0.1465,96.25,548,20542791,1467,70,0.7,0,77.4,21.7,0.2,0,5535.55,99,1174.8,52,1684.1,80,8394.45,102,965,965,2300,25,25,11924,32,32,4808,154,8457,1756252,4494980,29188.18,531.52,2.56
"280 Cougar Drive BSL, Southport, NC, 28461",-78.0430647,34.0111568,100334,Brunswick County Schools,South Brunswick High,Southeast Region,12-Sep,0,B,72,Exceeded,29,1,0,84,86.9,C,69,B,74,0.932,0.73,12.86,0,0,6.19,0.944,0.85,14.08,0,0,2.12,0.951,1.27,14.02,0.07,0,1.2,0.05,0,1997,0,13.61,94,1.34,H,1023,963,997,1006,0.28,0.38,0.49,0.52,0.14,0.09,0.15,0.49,0.4,0.51,280 Cougar Drive BSL,Southport,NC,28461,P,R,Regular School,Traditional Calendar,1096,1,0,0.944,0.324,0.141,0.535,71,10,0.296,0.187,0.014,0.028,0.957,100,334,Brunswick County Schools,South Brunswick High,1141,0.510955302,0.489044698,0.009640666,0.002629273,0.039439089,0.089395267,0.833479404,0.024539877,0.000876424,0,1096,429,66,0.3914,92.93,2203,31276705,2529,12,0,0,74.7,25.2,0,0.1,5565.48,98,1091,66,2667.56,18,9324.04,57,792,792,2763,19,19,7579,32,32,4325,149,6613,2600358,5570044,37382.85,842.29,2.14
"2800 Jake Alexander Blvd N, Salisbury, NC, 28147",-80.5037595,35.7011501,800358,Rowan-Salisbury Schools,Isenberg Elementary,Southwest Region,PK-05,1,D,47,Met,10,0,1,0,0,D,40,D,41,0.955,0.25,12.12,0,0,0.61,0.937,0.15,13.1,0,0,0.78,0.952,0.21,13.15,0.06,0,1.2,0.02,0,1998,1,26.62,63,2.63,E,0,939,997,1006,0,0.4,0.49,0.52,0,0.15,0.15,0,0.26,0.51,2800 Jake Alexander Blvd N,Salisbury,NC,28147,P,R,Regular School,Traditional Calendar,396,0,0,0.964,0.379,0.379,0.241,28,1,0.214,0.19,0.036,0,0.948,800,358,Rowan-Salisbury Schools,Isenberg Elementary,395,0.521518987,0.478481013,0.005063291,0.053164557,0.212658228,0.518987342,0.146835443,0.063291139,0,1,396,246,10,0.6212,97.01,254,33056918,1693,46,3.1,0,73.4,23.1,0.2,0.2,5682.81,86,1066.11,71,1829.49,69,8578.41,91,1360,1360,2267,36,36,7589,53,53,3705,188,10047,2705375,4871666,25913.12,484.89,1.8
"2801 Lucena Ave, Charlotte, NC, 28206",-80.824366,35.2571269,600374,Charlotte-Mecklenburg Schools,Druid Hills Academy,Southwest Region,PK-08,1,D,41,Met,11,0,0,0,0,D,45,F,34,0.924,1.02,52.54,0,0,0.94,0.97,0.62,31.28,0.02,0,0.91,0.957,0.24,8.76,0.06,0,1.2,0.01,0,2001,0,18.07,69,1.47,I,0,1001,997,1006,0,0.54,0.49,0.52,0,0.21,0.15,0,0.53,0.51,2801 Lucena Ave,Charlotte,NC,28206,P,Y,Regular School,Year-Round Calendar,590,0,0,0.895,0.271,0.292,0.438,48,4,0.167,0.194,0.021,0.084,1,600,374,Charlotte-Mecklenburg Schools,Druid Hills Academy,567,0.525573192,0.474426808,0,0.031746032,0.058201058,0.885361552,0.007054674,0.017636684,0,1,590,600,10,1.0169,92.51,2241,401986016,2764,9,0.2,0,87.2,12.4,0.1,0,5227.1,112,942.34,88,2352.27,27,8521.71,95,10385,10326,6764,171,171,27581,245,225,14745,"1,005",92839,18398877,59062621,58768.78,636.18,3.21
"2811 Oaks Road, New Bern, NC, 28560",-77.0655386,35.1277177,250360,Craven County Schools,Oaks Road Elementary,Southeast Region,0K-05,1,D,43,NotMet,12,0,0,0,0,D,48,D,51,0.957,0.47,22.93,0,0,1.2,0.952,0.22,12.59,0.01,0,0.96,0.952,0.21,13.15,0.06,0,1.2,0.05,0,1998,0,19.84,26,1.24,E,0,1009,997,1006,0,0.3,0.49,0.52,0,0.11,0.15,0,0.25,0.51,2811 Oaks Road,New Bern,NC,28560,P,R,Regular School,Traditional Calendar,423,0,0,0.969,0.394,0.182,0.424,33,1,0.212,0.195,0,0.031,1,250,360,Craven County Schools,Oaks Road Elementary,423,0.498817967,0.501182033,0.007092199,0.061465721,0.215130024,0.406619385,0.234042553,0.070921986,0.004728132,0,423,348,27,0.8227,95.72,946,20542791,1467,70,0.7,0,77.4,21.7,0.2,0,5535.55,99,1174.8,52,1684.1,80,8394.45,102,965,965,2300,25,25,11924,32,32,4808,154,8457,1756252,4494980,29188.18,531.52,2.56
"2815 Olivia Road, Sanford, NC, 27332",-79.094391,35.359452,430312,Harnett County Schools,Benhaven Elementary,North Central Region,PK-05,1,C,64,Met,15,0,1,0,0,C,56,D,52,0.958,0,2.83,0,0,0.93,0.952,0.08,7.37,0.01,0,0.84,0.952,0.21,13.15,0.06,0,1.2,0.01,0,2001,0,25.79,61,1.74,E,0,945,997,1006,0,0.3,0.49,0.52,0,0.07,0.15,0,0.34,0.51,2815 Olivia Road,Sanford,NC,27332,P,R,Regular School,Traditional Calendar,495,0,0,0.942,0.194,0.306,0.5,35,2,0.257,0.203,0.029,0.029,1,430,312,Harnett County Schools,Benhaven Elementary,494,0.532388664,0.467611336,0.006072874,0.006072874,0.244939271,0.117408907,0.560728745,0.060728745,0.004048583,0,495,301,59,0.6081,95.71,960,21520012,1063,98,0.2,0,77.3,22.4,0.1,0.1,5730.98,79,945.13,86,1423.2,98,8099.31,110,1505,1505,2266,28,28,5057,43,43,2887,256,12971,2807477,6099030,23824.34,470.21,2.17
"2816 Oberlin Rd, Raleigh, NC, 27608",-78.6568108,35.8131213,920388,Wake County Schools,Daniels Middle,North Central Region,8-Jun,0,C,65,NotMet,30,0,0,0,0,C,60,C,60,0.949,0.89,26.02,0.8,0,1.91,0.955,0.58,12.52,0.15,0,1.86,0.951,0.83,14.64,0.06,0,1.2,0,0,1997,0,10.8,75,1.04,M,0,1067,997,1006,0,0.62,0.49,0.52,0,0.23,0.15,0,0.62,0.51,2816 Oberlin Rd,Raleigh,NC,27608,P,R,Regular School,Traditional Calendar,1122,0,0,0.97,0.209,0.254,0.537,67,9,0.433,0.248,0,0.03,0.951,920,388,Wake County Schools,Daniels Middle,1136,0.526408451,0.473591549,0.001760563,0.030809859,0.14084507,0.279929577,0.5,0.04665493,0,0,1122,367,41,0.3271,95.03,1552,384849031,2457,16,0,0,65,34.4,0.4,0.2,5349.09,108,659.07,109,2528.16,19,8536.32,94,9919,9919,6975,171,171,27701,313,313,10852,814,73224,16198382,51545961,63324.28,703.95,3.18
"2816 Sikes Mill Rd, Monroe, NC, 28110",-80.4911056,35.0925822,900350,Union County Public Schools,Piedmont Middle,Southwest Region,8-Jun,0,C,68,NotMet,22,0,0,0,0,B,76,B,72,0.951,0.38,13.07,0,0,0.8,0.959,0.93,22.93,0.17,0,0.93,0.951,0.83,14.64,0.06,0,1.2,0.03,0,2002,1,13.08,59,1.26,M,0,1051,997,1006,0,0.64,0.49,0.52,0,0.18,0.15,0,0.68,0.51,2816 Sikes Mill Rd,Monroe,NC,28110,P,R,Regular School,Traditional Calendar,1048,0,0,0.942,0.135,0.173,0.692,52,6,0.308,0.123,0.019,0.019,1,900,350,Union County Public Schools,Piedmont Middle,1043,0.533077661,0.466922339,0.004793864,0.011505273,0.097794823,0.039309684,0.825503356,0.021093001,0,0,1048,238,56,0.2271,95.22,1396,87825791,2097,23,2.1,0,69.3,28,0.4,0.1,5200.55,115,578.12,112,2335.55,31,8114.22,109,2744,2744,3953,51,51,11038,83,83,6003,314,24847,5318501,14331962,45643.19,576.81,2.69
